tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,userMentions_userName,attitude,tweetSentiment,,manualSentiment
1.01506E+18,7/5/2018,"RT @soil_institute: Our partners @USDA have launched a new page to help America?s farmers, ranchers and foresters build healthier soils and?",,,19,"@soil_institute,@USDA",positive,neg,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01506E+18,7/5/2018,@USDA Great hiking to all the falls in Yosemite awesome blessing to be able to be off all summer and travel https://t.co/qIhegRTEAF,,,0,@USDA,positive,pos,,
1.01506E+18,7/5/2018,"RT @DFARiskMgt: '@USDA announced the June 2018 Class III and Class IV prices at $15.21 and $14.91 per cwt., respectively.",,,3,"@DFARiskMgt,@USDA",positive,neg,,
1.01506E+18,7/5/2018,@AnupamaPasricha @Target @MetaWear @gots @USDA Back on Monday - let me know when you?d like to chat next week!,,,0,"@AnupamaPasricha,@Target,@MetaWear,@gots,@USDA",positive,neg,,
1.01506E+18,7/5/2018,"RT @BioSRP: The role of the @FarmBureau in protecting @ScottsLawnCare and the @USDA should be no surprise. In her book ""Roots of Reform"" El?",,,6,"@BioSRP,@FarmBureau,@ScottsLawnCare,@USDA",positive,neg,,
1.01506E+18,7/5/2018,@SecretarySonny @lisamurkowski Why are there are very few slaughterhouse positions that come open in fsis in Alaska,,,0,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01506E+18,7/5/2018,RT @USDANutrition: Find your local #farmersmarket with @USDA?s National Farmers Market Directory: https://t.co/VgX5YjBUFf https://t.co/3qob?,#farmersmarket,,14,"@USDANutrition,@USDA",positive,pos,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01506E+18,7/5/2018,@SecretarySonny @portvanusa In California we have a saying no water no food the west side of the valley very little water very dry,,,0,"@SecretarySonny,@portvanusa",positive,neg,,
1.01506E+18,7/5/2018,"RT @nickbrusky: Today is my last day of service at the @USDA before I return to Dayton, OH.",,,,,,neg,,
Thank you @SecretarySonny and @realDonaldTrump?,,,87,"@nickbrusky,@USDA,@SecretarySonny,@realDonaldTrump",positive,,,error,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Beautiful, crisp morning in Ketchikan, Alaska. Headed over to Prince of Wales Island today with Sen. @lisamurkowski to?",,,26,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01506E+18,7/5/2018,@USDA Well maybe you shouldn't let companies get away with what you do and their food safety or lack of people woul? https://t.co/UZL23wJ2Ib,,,0,@USDA,positive,neg,,
1.01506E+18,7/5/2018,"RT @nickbrusky: Today is my last day of service at the @USDA before I return to Dayton, OH.",,,,,,neg,,
Thank you @SecretarySonny and @realDonaldTrump?,,,87,"@nickbrusky,@USDA,@SecretarySonny,@realDonaldTrump",positive,,,error,,
1.01506E+18,7/5/2018,RT @SecretarySonny: On our way to Prince of Wales Island and the Tongass National Forest. Will meet up with Sen. @lisamurkowski. #BackToOur?,,,15,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: No wonder they call Alaska ""The Last Frontier."" The #TongassNationalForest is one of our great treasures. Largest fores?",#TongassNationalForest,,93,@SecretarySonny,positive,neg,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01506E+18,7/5/2018,RT @SecretarySonny: No better way to survey the #TongassNationalForest than from the air. On our way to Alaska's Prince of Wales Island to?,#TongassNationalForest,,24,@SecretarySonny,positive,neg,,
1.01506E+18,7/5/2018,RT @SecretarySonny: Water landing at Prince of Wales Island for a visit to #TongassNationalForest with Sen. @lisamurkowski. Fourth-largest?,#TongassNationalForest,,35,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Valuable discussion of #TongassNationalForest in Klawock, AK on Prince of Wales Island. W/Sen. @lisamurkowski, heard fr?",#TongassNationalForest,,22,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01506E+18,7/5/2018,@USDA Pebble Beach California https://t.co/1yqwlVr3gz,,,0,@USDA,positive,neg,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01506E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,RT @HTReaFarms: Happy Fourth of July! This past week we had the pleasure of being invited to have lunch and discuss #PNW #Ag with the @Secr?,"#PNW,#Ag",,5,@HTReaFarms,positive,pos,,
1.01505E+18,7/5/2018,RT @caseliskar: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come to re?,,,6,"@caseliskar,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01505E+18,7/5/2018,RT @SecretarySonny: No better way to survey the #TongassNationalForest than from the air. On our way to Alaska's Prince of Wales Island to?,#TongassNationalForest,,24,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,RT @SecretarySonny: Water landing at Prince of Wales Island for a visit to #TongassNationalForest with Sen. @lisamurkowski. Fourth-largest?,#TongassNationalForest,,35,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01505E+18,7/5/2018,@SecretarySonny Thick forests = DEAD FORESTS,,,,,,neg,,
"Why would you BLOCK thinning a forest, PLANTED BY MAN too close usuall? https://t.co/LTqy3VBRgi",,,0,@SecretarySonny,positive,,,error,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: No wonder they call Alaska ""The Last Frontier."" The #TongassNationalForest is one of our great treasures. Largest fores?",#TongassNationalForest,,93,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,"RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?",,,1430,"@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley",positive,pos,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Jim Harrison runs a small mill inside #TongassNationalForest, turning out mostly shingles. He's got a total of six empl?",#TongassNationalForest,,22,@SecretarySonny,positive,neg,,
1.01505E+18,7/5/2018,@HerreraBeutler @SecretarySonny Job hunting.,,,0,"@HerreraBeutler,@SecretarySonny",positive,neg,,
1.01505E+18,7/5/2018,Sign the petition! Tell @USDA to stop hiding puppy mill abuse. https://t.co/GvcXdhNMjv,,,0,@USDA,positive,pos,,
1.01505E+18,7/5/2018,RT @FarmersGov: Our Conservation Reserve Program is just one voluntary #conservation program we offer to agricultural producers. https://t.?,#conservation,,10,@FarmersGov,positive,neg,,
1.01505E+18,7/5/2018,"RT @usdafsa: To all our American military men & women, you are thought of this #4thofJuly & we are proud of you for your selfless service #?",#4thofJuly,,11,@usdafsa,positive,pos,,
1.01505E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01505E+18,7/5/2018,"@ZachMAGA2020 @SecretarySonny @lisamurkowski Asking a question, seems as though you were speaking off of a script.? https://t.co/eytfC0G2Rh",,,0,"@ZachMAGA2020,@SecretarySonny,@lisamurkowski",positive,neg,,
1.01505E+18,7/5/2018,"RT @USDA: A #milk truck on the way to market with milk cans from #dairy farms near Minneapolis, Minnesota in 1939. Photo courtesy of @USNat?","#milk,#dairy",,58,@USDA,positive,pos,,
1.01505E+18,7/5/2018,RT @SecretarySonny: Water landing at Prince of Wales Island for a visit to #TongassNationalForest with Sen. @lisamurkowski. Fourth-largest?,#TongassNationalForest,,35,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01505E+18,7/5/2018,@rCharlotteSmith @SecretarySonny retire nerd,,,0,"@rCharlotteSmith,@SecretarySonny",positive,neg,,
1.01505E+18,7/5/2018,"RT @USDA: A #milk truck on the way to market with milk cans from #dairy farms near Minneapolis, Minnesota in 1939. Photo courtesy of @USNat?","#milk,#dairy",,58,@USDA,positive,pos,,
1.01505E+18,7/5/2018,RT @USDA: USDA and Partners Work to Eliminate Invasive Nutria From Maryland?s Eastern Shore - https://t.co/KdJQmIHvfS https://t.co/fwnHwKFB?,,,10,@USDA,positive,pos,,
1.01505E+18,7/5/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01505E+18,7/5/2018,RT @socialgoodim: Grants to increase the knowledge of agriculture and improve the nutritional health of children via @USDA ,,,,,,neg,,
https://t.co/g?,,,1,"@socialgoodim,@USDA",positive,,,error,,
1.01505E+18,7/5/2018,@forestservice @nwwildfire @USDA We repeatedly see how proactive treatments including both forest thinning and prescribed fire works.,,,0,"@forestservice,@nwwildfire,@USDA",positive,pos,,
1.01505E+18,7/5/2018,"RT @FAMU_1887: The 112th Miss Florida A&M University, @_faithfullymani, is representing #FAMU well at her @USDA internship in Washington D.?",#FAMU,,20,"@FAMU_1887,@_faithfullymani,@USDA",positive,pos,,
1.01505E+18,7/5/2018,RT @caseliskar: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come to re?,,,6,"@caseliskar,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01504E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01504E+18,7/5/2018,"RT @SecretarySonny: Valuable discussion of #TongassNationalForest in Klawock, AK on Prince of Wales Island. W/Sen. @lisamurkowski, heard fr?",#TongassNationalForest,,22,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01504E+18,7/5/2018,"RT @USDA: A #milk truck on the way to market with milk cans from #dairy farms near Minneapolis, Minnesota in 1939. Photo courtesy of @USNat?","#milk,#dairy",,58,@USDA,positive,pos,,
1.01504E+18,7/5/2018,"RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?",,,609,"@GrowthEnergy,@USDA,@EPA",positive,pos,,
1.01504E+18,7/5/2018,"RT @lucasstrom: We, @FBNFarmers just polled our members this morning about how much of their 2018 soybean crop was priced already. See belo?",,,3,"@lucasstrom,@FBNFarmers",positive,pos,,
1.01504E+18,7/5/2018,@SecretaryCarson @SecretaryPerry @SecretaryRoss @SecretarySonny @SecretaryZinke https://t.co/YSQEl9uxJD,,,0,"@SecretaryCarson,@SecretaryPerry,@SecretaryRoss,@SecretarySonny,@SecretaryZinke",positive,neg,,
1.01504E+18,7/5/2018,"RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?",,,1430,"@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley",positive,pos,,
1.01504E+18,7/5/2018,RT @HTReaFarms: Happy Fourth of July! This past week we had the pleasure of being invited to have lunch and discuss #PNW #Ag with the @Secr?,"#PNW,#Ag",,5,@HTReaFarms,positive,pos,,
1.01504E+18,7/5/2018,@SecretarySonny @lisamurkowski Soaking up that Vitamin D...,,,0,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01504E+18,7/5/2018,@SecretarySonny @lisamurkowski Good good,,,0,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01504E+18,7/5/2018,RT @USDA_NRCS: Wildfire and Weeds: 5 Things Ranchers Should Know  https://t.co/mFYXF9l303 https://t.co/Y4OipKpEMb,,,25,@USDA_NRCS,positive,pos,,
1.01504E+18,7/5/2018,"@SecretarySonny @lisamurkowski My farmer friends in Ohio are real keen on you, Doc! FYI, he's the ONLY AG Secretary? https://t.co/n6JCxvFxvU",,,0,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01504E+18,7/5/2018,"RT @SecretarySonny: Sen. @lisamurkowski and I met w/Kirk Dahlstrom of Viking Lumber in SE Alaska, which supports 150 jobs - that's a lot on?",,,29,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01504E+18,7/5/2018,"RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?",,,1430,"@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley",positive,pos,,
1.01504E+18,7/5/2018,@GrowthEnergy @USDA @EPA No,,,3,"@GrowthEnergy,@USDA,@EPA",positive,neg,,
1.01504E+18,7/5/2018,RT @PatriciaHammes2: @SecretarySonny We are tired of the countless studies concerning Cu/Ni mining in the @SuperiorNF . You need to end the?,,,6,"@PatriciaHammes2,@SecretarySonny,@SuperiorNF",positive,neg,,
1.01504E+18,7/5/2018,RT @FishMaki: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAScottPruitt @SecretarySonny @SecretaryAcosta @DonaldJTrump @amy?,,,7,"@FishMaki,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry",positive,neg,,
1.01504E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterman @J?,,,9,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@USRepRickNolan,@RepTomEmmer,@RepGosar,@RepWesterman",positive,neg,,
1.01504E+18,7/5/2018,RT @caseliskar: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come to re?,,,6,"@caseliskar,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @SecretaryZinke @SecretarySonny The time has come to end this unwarranted and politically motivated mineral withdrawal?,,,8,"@MinnesotaMiners,@SecretaryZinke,@SecretarySonny",positive,pos,,
1.01503E+18,7/5/2018,"@SecretarySonny: 'Water landing at Prince of Wales Island for a visit to #Tonga? https://t.co/42RaRabML0, see more https://t.co/bX9Cs8K1XT",#Tonga,,0,@SecretarySonny,positive,pos,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @EPAScottPruitt @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepStevePearc?,,,9,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@EPAScottPruitt,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls",positive,neg,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @RepWester?,,,9,"@MinnesotaMiners,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Rep?,,,11,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffS?,,,11,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @SecretarySonny End the needless and unwarranted Environmental Assessment in @SuperiorNF. An EIS was completed in 2012?,,,11,"@Unitedminingal,@SecretarySonny,@SuperiorNF",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Rep?,,,10,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretarySonny @EPAScottPruitt @DOIDepSec @DOIPressSec ,,,,,,neg,,
@KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Re?,,,11,"@Unitedminingal,@POTUS,@SecretarySonny,@EPAScottPruitt,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,,,error,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretarySonny End the needless and unwarranted Environmental Assessment in @SuperiorNF. An EIS was completed in 2012?,,,7,"@PatriciaHammes2,@SecretarySonny,@SuperiorNF",positive,neg,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretaryZinke @SecretarySonny The time has come to end this unwarranted and politically motivated mineral withdrawal?,,,7,"@PatriciaHammes2,@SecretaryZinke,@SecretarySonny",positive,pos,,
1.01503E+18,7/5/2018,@SecretarySonny @lisamurkowski Don't flatter yourself...Perdue was sent to ensure your SCOTUS vote.  Ask and ye sha? https://t.co/3ylEhI2UUm,,,0,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @RangeReporter .@POTUS .@RepTomEmmer .@SecretaryZinke  @SecretarySonny .@westerncaucus . @WesternWireNet @nytimes .@Se?,,,9,"@PatriciaHammes2,@RangeReporter,@POTUS,@RepTomEmmer,@SecretaryZinke,@SecretarySonny,@westerncaucus,@WesternWireNet,@nytimes",positive,neg,,
1.01503E+18,7/5/2018,"RT @SecretarySonny: Hello, Alaska! #BackToOurRoots Tour https://t.co/Ir8hJryW9U",#BackToOurRoots,,25,@SecretarySonny,positive,pos,,
1.01503E+18,7/5/2018,RT @caseliskar: @SecretaryZinke @SecretarySonny The time has come to end this unwarranted and politically motivated mineral withdrawal in @?,,,3,"@caseliskar,@SecretaryZinke,@SecretarySonny",positive,pos,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretaryZinke @SecretarySonny Follow @POTUS lead and end the politically motivated mineral withdrawal in @SuperiorNF?,,,4,"@PatriciaHammes2,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01503E+18,7/5/2018,@ZachMAGA2020 @SecretarySonny @lisamurkowski Bot?,,,0,"@SecretarySonny,@lisamurkowski",positive,neg,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Re?,,,7,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come?,,,8,"@MinnesotaMiners,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @Jeff?,,,7,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman",positive,pos,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @SecretaryAcosta @USRepRickNolan @RepTomEmmer @RepTimWalz @RepErikPaulsen @RepJ?,,,11,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@SecretaryAcosta,@USRepRickNolan,@RepTomEmmer,@RepTimWalz,@RepErikPaulsen",positive,neg,,
1.01503E+18,7/5/2018,RT @MinnesotaMiners: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @repdonyoung @RepGosar @RepWe?,,,7,"@MinnesotaMiners,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@repdonyoung,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @repdonyoung @RepGosar @RepWe?,,,6,"@PatriciaHammes2,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@repdonyoung,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Re?,,,5,"@PatriciaHammes2,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @POTUS @SecretaryZinke @SecretarySonny @SecretaryAcosta @USRepRickNolan @RepTomEmmer @RepTimWalz @RepErikPaulsen @RepJ?,,,5,"@PatriciaHammes2,@POTUS,@SecretaryZinke,@SecretarySonny,@SecretaryAcosta,@USRepRickNolan,@RepTomEmmer,@RepTimWalz,@RepErikPaulsen",positive,neg,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come?,,,7,"@PatriciaHammes2,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @Jeff?,,,5,"@PatriciaHammes2,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman",positive,pos,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretaryZinke @SecretarySonny You heard @POTUS concerning the mineral withdrawal in @SuperiorNF . The time has come?,,,9,"@PatriciaHammes2,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF",positive,pos,,
1.01503E+18,7/5/2018,"RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?",,,1430,"@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley",positive,pos,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @Rep?,,,7,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterm?,,,8,"@Unitedminingal,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@RepGosar",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @KMBenedetto @USRepRickNolan @RepTomEmmer @amyklobuchar @SteveDaines?,,,8,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@KMBenedetto,@USRepRickNolan,@RepTomEmmer,@amyklobuchar,@SteveDaines",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @SecretarySonny We are tired of the countless studies concerning Cu/Ni mining in the @SuperiorNF . You need to end the?,,,8,"@Unitedminingal,@SecretarySonny,@SuperiorNF",positive,neg,,
1.01503E+18,7/5/2018,RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffS?,,,7,"@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman",positive,neg,,
1.01503E+18,7/5/2018,@ZachMAGA2020 @SecretarySonny @lisamurkowski Cool.,,,0,"@ZachMAGA2020,@SecretarySonny,@lisamurkowski",positive,pos,,
1.01503E+18,7/5/2018,RT @PatriciaHammes2: @SecretarySonny We are tired of the countless studies concerning Cu/Ni mining in the @SuperiorNF . You need to end the?,,,6,"@PatriciaHammes2,@SecretarySonny,@SuperiorNF",positive,neg,,
1.01503E+18,7/5/2018,"RT @SecretarySonny: Valuable discussion of #TongassNationalForest in Klawock, AK on Prince of Wales Island. W/Sen. @lisamurkowski, heard fr?",#TongassNationalForest,,22,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01503E+18,7/5/2018,"RT @SecretarySonny: Valuable discussion of #TongassNationalForest in Klawock, AK on Prince of Wales Island. W/Sen. @lisamurkowski, heard fr?",#TongassNationalForest,,22,"@SecretarySonny,@lisamurkowski",positive,pos,,
1.01503E+18,7/5/2018,RT @USDA: Agriculture @SecretarySonny today announced the appointment of 4 members to serve on the United Sorghum Checkoff Program Board -?,,,28,"@USDA,@SecretarySonny",positive,pos,,
